,Current_Speed_(knots),Height (cm),Height (ft),Moon Illuminated,Current speed category
14308,3.5,,,0.61,Strong Current
14309,,97.0,3.17,0.61,
14310,0.0,,,0.61,No Current
14311,2.1,,,0.61,Strong Current
14312,0.0,,,0.61,No Current
14313,,237.0,7.79,0.61,
14314,1.9,,,0.61,Strong Current
14315,,152.0,4.98,0.61,
14316,0.0,,,0.61,No Current
14317,2.9,,,0.61,Strong Current
14318,,366.0,12.0,0.7,
14319,0.0,,,0.7,No Current
14320,3.9,,,0.7,Strong Current
14321,,61.0,1.99,0.7,
14322,0.0,,,0.7,No Current
14323,2.7,,,0.7,Strong Current
14324,0.0,,,0.7,No Current
14325,,263.0,8.63,0.7,
14326,1.6,,,0.7,Strong Current
14327,,191.0,6.27,0.7,
14328,0.0,,,0.7,No Current
14329,2.5,,,0.7,Strong Current
14330,,361.0,11.84,0.78,
14331,0.0,,,0.78,No Current
14332,4.3,,,0.78,Strong Current
14333,,25.0,0.83,0.78,
14334,0.0,,,0.78,No Current
14335,3.5,,,0.78,Strong Current
14336,0.0,,,0.78,No Current
14337,,297.0,9.76,0.78,
14338,1.6,,,0.78,Strong Current
14339,,222.0,7.28,0.78,
14340,0.0,,,0.78,No Current
14341,2.1,,,0.86,Strong Current
14342,,356.0,11.68,0.86,
14343,0.0,,,0.86,No Current
14344,4.5,,,0.86,Strong Current
14345,,7.0,0.24,0.86,
14346,0.0,,,0.86,No Current
14347,4.1,,,0.86,Strong Current
14348,0.0,,,0.86,No Current
14349,,331.0,10.86,0.86,
14350,1.7,,,0.86,Strong Current
14351,,243.0,7.96,0.86,
14352,0.0,,,0.86,No Current
14353,1.9,,,0.92,Strong Current
14354,,352.0,11.55,0.92,
14355,0.0,,,0.92,No Current
14356,4.7,,,0.92,Strong Current
14357,,37.0,1.2,0.92,
14358,0.0,,,0.92,No Current
14359,4.7,,,0.92,Strong Current
14360,0.0,,,0.92,No Current
14361,,358.0,11.75,0.92,
14362,1.9,,,0.92,Strong Current
14363,,255.0,8.38,0.92,
14364,0.0,,,0.92,No Current
14365,1.8,,,0.97,Strong Current
14366,,350.0,11.48,0.97,
14367,0.0,,,0.97,No Current
14368,4.8,,,0.97,Strong Current
14369,,62.0,2.02,0.97,
14370,0.0,,,0.97,No Current
14371,5.2,,,0.97,Strong Current
14372,0.0,,,0.97,No Current
14373,,378.0,12.41,0.97,
14374,2.2,,,0.97,Strong Current
14375,,262.0,8.58,0.97,
14376,0.0,,,0.99,No Current
14377,1.9,,,0.99,Strong Current
14378,,349.0,11.46,0.99,
14379,0.0,,,0.99,No Current
14380,4.9,,,0.99,Strong Current
14381,,81.0,2.67,0.99,
14382,0.0,,,0.99,No Current
14383,5.5,,,0.99,Strong Current
14384,0.0,,,0.99,No Current
14385,,392.0,12.85,0.99,
14386,2.4,,,0.99,Strong Current
14387,,262.0,8.6,1.0,
14388,0.0,,,1.0,No Current
14389,2.0,,,1.0,Strong Current
14390,,349.0,11.45,1.0,
14391,0.0,,,1.0,No Current
14392,5.1,,,1.0,Strong Current
14393,,95.0,3.12,1.0,
14394,0.0,,,1.0,No Current
14395,5.7,,,1.0,Strong Current
14396,0.0,,,1.0,No Current
14397,,400.0,13.12,1.0,
14398,2.6,,,1.0,Strong Current
14399,,258.0,8.45,0.98,
14400,0.0,,,0.98,No Current
14401,2.3,,,0.98,Strong Current
14402,,347.0,11.4,0.98,
14403,0.0,,,0.98,No Current
14404,5.2,,,0.98,Strong Current
14405,,101.0,3.31,0.98,
14406,0.0,,,0.98,No Current
14407,5.8,,,0.98,Strong Current
14408,0.0,,,0.98,No Current
14409,,405.0,13.29,0.98,
14410,2.7,,,0.98,Strong Current
14411,,247.0,8.11,0.93,
14412,0.0,,,0.93,No Current
14413,2.5,,,0.93,Strong Current
14414,,342.0,11.21,0.93,
14415,0.0,,,0.93,No Current
14416,5.4,,,0.93,Strong Current
14417,,97.0,3.18,0.93,
14418,0.0,,,0.93,No Current
14419,5.8,,,0.93,Strong Current
14420,0.0,,,0.93,No Current
14421,,409.0,13.41,0.93,
14422,2.9,,,0.87,Strong Current
14423,,230.0,7.55,0.87,
14424,0.0,,,0.87,No Current
14425,2.6,,,0.87,Strong Current
14426,,329.0,10.81,0.87,
14427,0.0,,,0.87,No Current
14428,5.3,,,0.87,Strong Current
14429,,80.0,2.64,0.87,
14430,0.0,,,0.87,No Current
14431,5.8,,,0.87,Strong Current
14432,0.0,,,0.87,No Current
14433,,411.0,13.5,0.87,
14434,3.1,,,0.78,Strong Current
14435,,205.0,6.72,0.78,
14436,0.0,,,0.78,No Current
14437,2.6,,,0.78,Strong Current
14438,,310.0,10.18,0.78,
14439,0.0,,,0.78,No Current
14440,5.0,,,0.78,Strong Current
14441,,50.0,1.63,0.78,
14442,0.0,,,0.78,No Current
14443,5.6,,,0.78,Strong Current
14444,,414.0,13.57,0.78,
14445,0.0,,,0.78,No Current
14446,3.4,,,0.68,Strong Current
14447,,171.0,5.61,0.68,
14448,0.0,,,0.68,No Current
14449,2.6,,,0.68,Strong Current
14450,,287.0,9.4,0.68,
14451,0.0,,,0.68,No Current
14452,4.3,,,0.68,Strong Current
14453,,5.0,0.15,0.68,
14454,0.0,,,0.68,No Current
14455,5.3,,,0.68,Strong Current
14456,,415.0,13.6,0.68,
14457,0.0,,,0.68,No Current
14458,3.9,,,0.57,Strong Current
14459,,129.0,4.23,0.57,
14460,0.0,,,0.57,No Current
14461,2.7,,,0.57,Strong Current
14462,,266.0,8.72,0.57,
14463,0.0,,,0.57,No Current
14464,3.5,,,0.57,Strong Current
14465,,52.0,1.71,0.57,
14466,0.0,,,0.57,No Current
14467,4.8,,,0.57,Strong Current
14468,,414.0,13.58,0.57,
14469,0.0,,,0.45,No Current
14470,4.3,,,0.45,Strong Current
14471,,81.0,2.65,0.45,
14472,0.0,,,0.45,No Current
14473,3.0,,,0.45,Strong Current
14474,,259.0,8.5,0.45,
14475,0.0,,,0.45,No Current
14476,2.7,,,0.45,Strong Current
14477,,113.0,3.72,0.45,
14478,0.0,,,0.45,No Current
14479,4.1,,,0.45,Strong Current
14480,,411.0,13.47,0.34,
14481,0.0,,,0.34,No Current
14482,4.8,,,0.34,Strong Current
14483,,32.0,1.04,0.34,
14484,0.0,,,0.34,No Current
14485,3.5,,,0.34,Strong Current
14486,0.0,,,0.34,No Current
14487,,275.0,9.03,0.34,
14488,2.0,,,0.34,Strong Current
14489,,171.0,5.6,0.34,
14490,0.0,,,0.34,No Current
14491,3.4,,,0.34,Strong Current
14492,,404.0,13.27,0.24,
14493,0.0,,,0.24,No Current
14494,5.1,,,0.24,Strong Current
14495,,13.0,0.43,0.24,
14496,0.0,,,0.24,No Current
14497,4.2,,,0.24,Strong Current
14498,0.0,,,0.24,No Current
14499,,311.0,10.21,0.24,
14500,1.8,,,0.24,Strong Current
14501,,215.0,7.04,0.24,
14502,0.0,,,0.24,No Current
14503,2.7,,,0.24,Strong Current
14504,,396.0,12.98,0.15,
14505,0.0,,,0.15,No Current
14506,5.2,,,0.15,Strong Current
14507,,49.0,1.6,0.15,
14508,0.0,,,0.15,No Current
14509,4.9,,,0.15,Strong Current
14510,0.0,,,0.15,No Current
14511,,350.0,11.49,0.15,
14512,1.9,,,0.15,Strong Current
14513,,240.0,7.86,0.15,
14514,0.0,,,0.15,No Current
14515,2.2,,,0.08,Strong Current
14516,,385.0,12.64,0.08,
14517,0.0,,,0.08,No Current
14518,5.2,,,0.08,Strong Current
14519,,73.0,2.4,0.08,
14520,0.0,,,0.08,No Current
14521,5.5,,,0.08,Strong Current
14522,0.0,,,0.08,No Current
14523,,380.0,12.48,0.08,
14524,2.2,,,0.08,Strong Current
14525,,248.0,8.15,0.08,
14526,0.0,,,0.08,No Current
14527,2.0,,,0.03,Strong Current
14528,,374.0,12.26,0.03,
14529,0.0,,,0.03,No Current
14530,5.1,,,0.03,Strong Current
14531,,86.0,2.82,0.03,
14532,0.0,,,0.03,No Current
14533,5.7,,,0.03,Strong Current
14534,0.0,,,0.03,No Current
14535,,398.0,13.05,0.03,
14536,2.6,,,0.03,Strong Current
14537,,247.0,8.11,0.03,
14538,0.0,,,0.01,No Current
14539,2.0,,,0.01,Strong Current
14540,,362.0,11.88,0.01,
14541,0.0,,,0.01,No Current
14542,5.0,,,0.01,Strong Current
14543,,88.0,2.9,0.01,
14544,0.0,,,0.01,No Current
14545,5.8,,,0.01,Strong Current
14546,0.0,,,0.01,No Current
14547,,404.0,13.27,0.01,
14548,2.8,,,0.01,Strong Current
14549,,240.0,7.87,0.0,
14550,0.0,,,0.0,No Current
14551,2.1,,,0.0,Strong Current
14552,,351.0,11.5,0.0,
14553,0.0,,,0.0,No Current
14554,5.0,,,0.0,Strong Current
14555,,83.0,2.72,0.0,
14556,0.0,,,0.0,No Current
14557,5.6,,,0.0,Strong Current
14558,0.0,,,0.0,No Current
14559,,404.0,13.25,0.0,
14560,2.9,,,0.0,Strong Current
14561,,230.0,7.53,0.02,
14562,0.0,,,0.02,No Current
14563,2.2,,,0.02,Strong Current
14564,,338.0,11.09,0.02,
14565,0.0,,,0.02,No Current
14566,5.0,,,0.02,Strong Current
14567,,71.0,2.33,0.02,
14568,0.0,,,0.02,No Current
14569,5.4,,,0.02,Strong Current
14570,0.0,,,0.02,No Current
14571,,400.0,13.12,0.02,
14572,2.9,,,0.02,Strong Current
14573,,216.0,7.1,0.06,
14574,0.0,,,0.06,No Current
14575,2.3,,,0.06,Strong Current
14576,,324.0,10.62,0.06,
14577,0.0,,,0.06,No Current
14578,4.9,,,0.06,Strong Current
14579,,53.0,1.74,0.06,
14580,0.0,,,0.06,No Current
14581,5.2,,,0.06,Strong Current
14582,0.0,,,0.06,No Current
14583,,395.0,12.97,0.06,
14584,2.9,,,0.12,Strong Current
14585,,201.0,6.59,0.12,
14586,0.0,,,0.12,No Current
14587,2.3,,,0.12,Strong Current
14588,,307.0,10.08,0.12,
14589,0.0,,,0.12,No Current
14590,4.7,,,0.12,Strong Current
14591,,29.0,0.94,0.12,
14592,0.0,,,0.12,No Current
14593,5.0,,,0.12,Strong Current
14594,,391.0,12.84,0.12,
14595,0.0,,,0.12,No Current
14596,3.0,,,0.18,Strong Current
14597,,182.0,5.96,0.18,
14598,0.0,,,0.18,No Current
14599,2.2,,,0.18,Strong Current
14600,,289.0,9.47,0.18,
14601,0.0,,,0.18,No Current
14602,4.3,,,0.18,Strong Current
14603,,3.0,0.11,0.18,
14604,0.0,,,0.18,No Current
14605,4.7,,,0.18,Strong Current
14606,,388.0,12.73,0.18,
14607,0.0,,,0.18,No Current
14608,3.2,,,0.26,Strong Current
14609,,159.0,5.23,0.26,
14610,0.0,,,0.26,No Current
14611,2.1,,,0.26,Strong Current
14612,,269.0,8.83,0.26,
14613,0.0,,,0.26,No Current
14614,3.7,,,0.26,Strong Current
14615,,43.0,1.41,0.26,
14616,0.0,,,0.26,No Current
14617,4.4,,,0.26,Strong Current
14618,,384.0,12.6,0.26,
14619,0.0,,,0.26,No Current
14620,3.4,,,0.35,Strong Current
14621,,134.0,4.38,0.35,
14622,0.0,,,0.35,No Current
14623,2.1,,,0.35,Strong Current
14624,,252.0,8.28,0.35,
14625,0.0,,,0.35,No Current
14626,2.9,,,0.35,Strong Current
14627,,89.0,2.93,0.35,
14628,0.0,,,0.35,No Current
14629,3.9,,,0.35,Strong Current
14630,,378.0,12.39,0.35,
14631,0.0,,,0.35,No Current
14632,3.6,,,0.44,Strong Current
14633,,105.0,3.46,0.44,
14634,0.0,,,0.44,No Current
14635,2.2,,,0.44,Strong Current
14636,,244.0,8.0,0.44,
14637,0.0,,,0.44,No Current
14638,2.2,,,0.44,Strong Current
14639,,139.0,4.55,0.44,
14640,0.0,,,0.44,No Current
14641,3.3,,,0.44,Strong Current
14642,,369.0,12.11,0.44,
14643,0.0,,,0.44,No Current
14644,3.8,,,0.54,Strong Current
14645,,76.0,2.49,0.54,
14646,0.0,,,0.54,No Current
14647,2.4,,,0.54,Strong Current
14648,0.0,,,0.54,No Current
14649,,250.0,8.2,0.54,
14650,1.5,,,0.54,Strong Current
14651,,187.0,6.15,0.54,
14652,0.0,,,0.54,No Current
14653,2.6,,,0.54,Strong Current
14654,,359.0,11.78,0.63,
14655,0.0,,,0.63,No Current
14656,3.9,,,0.63,Strong Current
14657,,46.0,1.51,0.63,
14658,0.0,,,0.63,No Current
14659,2.8,,,0.63,Strong Current
14660,0.0,,,0.63,No Current
14661,,275.0,9.01,0.63,
14662,1.2,,,0.63,Strong Current
14663,,229.0,7.52,0.63,
14664,0.0,,,0.63,No Current
14665,1.9,,,0.63,Strong Current
14666,,349.0,11.46,0.72,
14667,0.0,,,0.72,No Current
14668,4.0,,,0.72,Strong Current
14669,,16.0,0.54,0.72,
14670,0.0,,,0.72,No Current
14671,3.4,,,0.72,Strong Current
14672,0.0,,,0.72,No Current
14673,,310.0,10.16,0.72,
14674,1.2,,,0.72,Strong Current
14675,,256.0,8.4,0.72,
14676,0.0,,,0.72,No Current
14677,1.5,,,0.72,Strong Current
14678,,342.0,11.23,0.81,
14679,0.0,,,0.81,No Current
14680,4.1,,,0.81,Strong Current
14681,,12.0,0.4,0.81,
14682,0.0,,,0.81,No Current
14683,4.0,,,0.81,Strong Current
14684,0.0,,,0.81,No Current
14685,,341.0,11.18,0.81,
14686,1.5,,,0.81,Strong Current
14687,,266.0,8.74,0.81,
14688,0.0,,,0.81,No Current
14689,1.3,,,0.88,Strong Current
14690,,340.0,11.15,0.88,
14691,0.0,,,0.88,No Current
14692,4.3,,,0.88,Strong Current
14693,,39.0,1.29,0.88,
14694,0.0,,,0.88,No Current
14695,4.5,,,0.88,Strong Current
14696,0.0,,,0.88,No Current
14697,,364.0,11.94,0.88,
14698,1.9,,,0.88,Strong Current
14699,,267.0,8.76,0.88,
14700,0.0,,,0.88,No Current
14701,1.6,,,0.94,Strong Current
14702,,342.0,11.23,0.94,
14703,0.0,,,0.94,No Current
14704,4.6,,,0.94,Strong Current
14705,,64.0,2.1,0.94,
14706,0.0,,,0.94,No Current
14707,5.0,,,0.94,Strong Current
14708,0.0,,,0.94,No Current
14709,,380.0,12.46,0.94,
14710,2.2,,,0.94,Strong Current
14711,,261.0,8.57,0.94,
14712,0.0,,,0.98,No Current
14713,2.0,,,0.98,Strong Current
14714,,348.0,11.42,0.98,
14715,0.0,,,0.98,No Current
14716,4.9,,,0.98,Strong Current
14717,,84.0,2.76,0.98,
14718,0.0,,,0.98,No Current
14719,5.4,,,0.98,Strong Current
14720,0.0,,,0.98,No Current
14721,,391.0,12.82,0.98,
14722,2.6,,,0.98,Strong Current
14723,,250.0,8.2,1.0,
14724,0.0,,,1.0,No Current
14725,2.4,,,1.0,Strong Current
14726,,354.0,11.63,1.0,
14727,0.0,,,1.0,No Current
14728,5.4,,,1.0,Strong Current
14729,,97.0,3.17,1.0,
14730,0.0,,,1.0,No Current
14731,5.8,,,1.0,Strong Current
14732,0.0,,,1.0,No Current
14733,,399.0,13.08,1.0,
14734,2.9,,,1.0,Strong Current
14735,,232.0,7.62,0.99,
14736,0.0,,,0.99,No Current
14737,2.9,,,0.99,Strong Current
14738,,357.0,11.71,0.99,
14739,0.0,,,0.99,No Current
14740,5.7,,,0.99,Strong Current
14741,,98.0,3.22,0.99,
14742,0.0,,,0.99,No Current
14743,6.0,,,0.99,Strong Current
14744,,406.0,13.31,0.99,
14745,0.0,,,0.99,No Current
14746,3.2,,,0.99,Strong Current
14747,,208.0,6.82,0.95,
14748,0.0,,,0.95,No Current
14749,3.2,,,0.95,Strong Current
14750,,353.0,11.57,0.95,
14751,0.0,,,0.95,No Current
14752,5.8,,,0.95,Strong Current
14753,,85.0,2.79,0.95,
14754,0.0,,,0.95,No Current
14755,6.1,,,0.95,Strong Current
14756,,412.0,13.52,0.95,
14757,0.0,,,0.95,No Current
14758,3.6,,,0.95,Strong Current
14759,,176.0,5.79,0.89,
14760,0.0,,,0.89,No Current
14761,3.4,,,0.89,Strong Current
14762,,340.0,11.17,0.89,
14763,0.0,,,0.89,No Current
14764,5.5,,,0.89,Strong Current
14765,,55.0,1.81,0.89,
14766,0.0,,,0.89,No Current
14767,6.1,,,0.89,Strong Current
14768,,417.0,13.69,0.89,
14769,0.0,,,0.89,No Current
14770,4.1,,,0.8,Strong Current
14771,,140.0,4.6,0.8,
14772,0.0,,,0.8,No Current
14773,3.5,,,0.8,Strong Current
14774,,322.0,10.55,0.8,
14775,0.0,,,0.8,No Current
14776,4.9,,,0.8,Strong Current
14777,,10.0,0.32,0.8,
14778,0.0,,,0.8,No Current
14779,5.7,,,0.8,Strong Current
14780,,419.0,13.76,0.8,
14781,0.0,,,0.8,No Current
14782,4.4,,,0.7,Strong Current
14783,,101.0,3.32,0.7,
14784,0.0,,,0.7,No Current
14785,3.5,,,0.7,Strong Current
14786,,301.0,9.86,0.7,
14787,0.0,,,0.7,No Current
14788,4.0,,,0.7,Strong Current
14789,,48.0,1.59,0.7,
14790,0.0,,,0.7,No Current
14791,5.1,,,0.7,Strong Current
14792,,417.0,13.68,0.7,
14793,0.0,,,0.7,No Current
14794,4.7,,,0.59,Strong Current
14795,,62.0,2.05,0.59,
14796,0.0,,,0.59,No Current
14797,3.6,,,0.59,Strong Current
14798,,284.0,9.33,0.59,
14799,0.0,,,0.59,No Current
14800,3.0,,,0.59,Strong Current
14801,,113.0,3.7,0.59,
14802,0.0,,,0.59,No Current
14803,4.2,,,0.59,Strong Current
14804,,409.0,13.42,0.59,
14805,0.0,,,0.59,No Current
14806,4.8,,,0.48,Strong Current
14807,,28.0,0.91,0.48,
14808,0.0,,,0.48,No Current
14809,3.7,,,0.48,Strong Current
14810,0.0,,,0.48,No Current
14811,,283.0,9.27,0.48,
14812,2.0,,,0.48,Strong Current
14813,,175.0,5.73,0.48,
14814,0.0,,,0.48,No Current
14815,3.2,,,0.48,Strong Current
14816,,396.0,12.99,0.48,
14817,0.0,,,0.48,No Current
14818,4.8,,,0.37,Strong Current
14819,,2.0,0.05,0.37,
14820,0.0,,,0.37,No Current
14821,3.9,,,0.37,Strong Current
14822,0.0,,,0.37,No Current
14823,,303.0,9.95,0.37,
14824,1.5,,,0.37,Strong Current
14825,,223.0,7.33,0.37,
14826,0.0,,,0.37,No Current
14827,2.3,,,0.37,Strong Current
14828,,379.0,12.45,0.26,
14829,0.0,,,0.26,No Current
14830,4.7,,,0.26,Strong Current
14831,,25.0,0.81,0.26,
14832,0.0,,,0.26,No Current
14833,4.3,,,0.26,Strong Current
14834,0.0,,,0.26,No Current
14835,,338.0,11.08,0.26,
14836,1.6,,,0.26,Strong Current
14837,,248.0,8.13,0.26,
14838,0.0,,,0.26,No Current
14839,1.7,,,0.26,Strong Current
14840,,363.0,11.92,0.18,
14841,0.0,,,0.18,No Current
14842,4.5,,,0.18,Strong Current
14843,,41.0,1.35,0.18,
14844,0.0,,,0.18,No Current
14845,4.7,,,0.18,Strong Current
14846,0.0,,,0.18,No Current
14847,,368.0,12.06,0.18,
14848,2.0,,,0.18,Strong Current
14849,,248.0,8.14,0.18,
14850,0.0,,,0.18,No Current
14851,1.6,,,0.1,Strong Current
14852,,351.0,11.52,0.1,
14853,0.0,,,0.1,No Current
14854,4.5,,,0.1,Strong Current
14855,,52.0,1.69,0.1,
14856,0.0,,,0.1,No Current
14857,5.0,,,0.1,Strong Current
14858,0.0,,,0.1,No Current
14859,,386.0,12.65,0.1,
14860,2.5,,,0.1,Strong Current
14861,,237.0,7.78,0.1,
14862,0.0,,,0.1,No Current
14863,1.9,,,0.05,Strong Current
14864,,344.0,11.27,0.05,
14865,0.0,,,0.05,No Current
14866,4.6,,,0.05,Strong Current
14867,,56.0,1.84,0.05,
14868,0.0,,,0.05,No Current
14869,5.2,,,0.05,Strong Current
14870,0.0,,,0.05,No Current
14871,,393.0,12.88,0.05,
14872,2.8,,,0.05,Strong Current
14873,,223.0,7.32,0.05,
14874,0.0,,,0.01,No Current
14875,2.2,,,0.01,Strong Current
14876,,339.0,11.13,0.01,
14877,0.0,,,0.01,No Current
14878,4.7,,,0.01,Strong Current
14879,,55.0,1.81,0.01,
14880,0.0,,,0.01,No Current
14881,5.3,,,0.01,Strong Current
14882,0.0,,,0.01,No Current
14883,,392.0,12.86,0.01,
14884,3.0,,,0.01,Strong Current
14885,,208.0,6.84,0.0,
14886,0.0,,,0.0,No Current
14887,2.5,,,0.0,Strong Current
14888,,336.0,11.02,0.0,
14889,0.0,,,0.0,No Current
14890,4.8,,,0.0,Strong Current
14891,,49.0,1.6,0.0,
14892,0.0,,,0.0,No Current
14893,5.2,,,0.0,Strong Current
14894,0.0,,,0.0,No Current
14895,,388.0,12.73,0.0,
14896,3.1,,,0.0,Strong Current
14897,,193.0,6.33,0.01,
14898,0.0,,,0.01,No Current
14899,2.7,,,0.01,Strong Current
14900,,331.0,10.85,0.01,
14901,0.0,,,0.01,No Current
14902,4.9,,,0.01,Strong Current
14903,,37.0,1.2,0.01,
14904,0.0,,,0.01,No Current
14905,5.2,,,0.01,Strong Current
14906,,384.0,12.61,0.01,
14907,0.0,,,0.01,No Current
14908,3.2,,,0.01,Strong Current
14909,,175.0,5.75,0.03,
14910,0.0,,,0.03,No Current
14911,2.8,,,0.03,Strong Current
14912,,323.0,10.61,0.03,
14913,0.0,,,0.03,No Current
14914,4.8,,,0.03,Strong Current
14915,,17.0,0.57,0.03,
14916,0.0,,,0.03,No Current
14917,5.1,,,0.03,Strong Current
14918,,382.0,12.54,0.03,
14919,0.0,,,0.03,No Current
14920,3.4,,,0.03,Strong Current
14921,,155.0,5.1,0.08,
14922,0.0,,,0.08,No Current
14923,2.9,,,0.08,Strong Current
14924,,313.0,10.28,0.08,
14925,0.0,,,0.08,No Current
14926,4.6,,,0.08,Strong Current
14927,,9.0,0.31,0.08,
14928,0.0,,,0.08,No Current
14929,5.0,,,0.08,Strong Current
14930,,381.0,12.51,0.08,
14931,0.0,,,0.08,No Current
14932,3.7,,,0.13,Strong Current
14933,,133.0,4.37,0.13,
14934,0.0,,,0.13,No Current
14935,2.9,,,0.13,Strong Current
14936,,302.0,9.91,0.13,
14937,0.0,,,0.13,No Current
14938,4.1,,,0.13,Strong Current
14939,,44.0,1.44,0.13,
14940,0.0,,,0.13,No Current
14941,4.7,,,0.13,Strong Current
14942,,379.0,12.45,0.13,
14943,0.0,,,0.13,No Current
14944,3.9,,,0.21,Strong Current
14945,,110.0,3.61,0.21,
14946,0.0,,,0.21,No Current
14947,2.9,,,0.21,Strong Current
14948,,290.0,9.53,0.21,
14949,0.0,,,0.21,No Current
14950,3.5,,,0.21,Strong Current
14951,,85.0,2.78,0.21,
14952,0.0,,,0.21,No Current
14953,4.3,,,0.21,Strong Current
14954,,374.0,12.27,0.21,
14955,0.0,,,0.21,No Current
14956,4.1,,,0.29,Strong Current
14957,,87.0,2.87,0.29,
14958,0.0,,,0.29,No Current
14959,3.0,,,0.29,Strong Current
14960,,281.0,9.21,0.29,
14961,0.0,,,0.29,No Current
14962,2.8,,,0.29,Strong Current
14963,,130.0,4.26,0.29,
14964,0.0,,,0.29,No Current
14965,3.6,,,0.29,Strong Current
14966,,365.0,11.96,0.29,
14967,0.0,,,0.29,No Current
14968,4.1,,,0.38,Strong Current
14969,,67.0,2.21,0.38,
14970,0.0,,,0.38,No Current
14971,3.1,,,0.38,Strong Current
14972,,275.0,9.02,0.38,
14973,0.0,,,0.38,No Current
14974,2.1,,,0.38,Strong Current
14975,,176.0,5.76,0.38,
14976,0.0,,,0.38,No Current
14977,2.9,,,0.38,Strong Current
14978,,352.0,11.54,0.38,
14979,0.0,,,0.38,No Current
14980,3.9,,,0.47,Strong Current
14981,,50.0,1.63,0.47,
14982,0.0,,,0.47,No Current
14983,3.1,,,0.47,Strong Current
14984,0.0,,,0.47,No Current
14985,,278.0,9.11,0.47,
14986,1.5,,,0.47,Strong Current
14987,,218.0,7.15,0.47,
14988,0.0,,,0.47,No Current
14989,2.1,,,0.47,Strong Current
14990,0.0,,,0.47,No Current
14991,,338.0,11.08,0.47,
14992,3.8,,,0.57,Strong Current
14993,,33.0,1.08,0.57,
14994,0.0,,,0.57,No Current
14995,3.2,,,0.57,Strong Current
14996,0.0,,,0.57,No Current
14997,,294.0,9.63,0.57,
14998,1.1,,,0.57,Strong Current
14999,,252.0,8.26,0.57,
15000,0.0,,,0.57,No Current
15001,1.4,,,0.57,Strong Current
15002,0.0,,,0.57,No Current
15003,,326.0,10.68,0.57,
15004,3.6,,,0.67,Strong Current
15005,,15.0,0.48,0.67,
15006,0.0,,,0.67,No Current
15007,3.4,,,0.67,Strong Current
15008,0.0,,,0.67,No Current
15009,,321.0,10.52,0.67,
15010,1.2,,,0.67,Strong Current
15011,,266.0,8.73,0.67,
15012,0.0,,,0.67,No Current
15013,1.1,,,0.67,Strong Current
15014,,319.0,10.47,0.76,
15015,0.0,,,0.76,No Current
15016,3.7,,,0.76,Strong Current
15017,,7.0,0.23,0.76,
15018,0.0,,,0.76,No Current
15019,3.7,,,0.76,Strong Current
15020,0.0,,,0.76,No Current
15021,,344.0,11.3,0.76,
15022,1.5,,,0.76,Strong Current
15023,,262.0,8.6,0.76,
15024,0.0,,,0.76,No Current
15025,1.3,,,0.76,Strong Current
15026,,321.0,10.53,0.85,
15027,0.0,,,0.85,No Current
15028,4.1,,,0.85,Strong Current
15029,,31.0,1.02,0.85,
15030,0.0,,,0.85,No Current
15031,4.2,,,0.85,Strong Current
15032,0.0,,,0.85,No Current
15033,,362.0,11.88,0.85,
15034,2.0,,,0.85,Strong Current
15035,,250.0,8.21,0.85,
15036,0.0,,,0.85,No Current
15037,1.8,,,0.92,Strong Current
15038,,331.0,10.86,0.92,
15039,0.0,,,0.92,No Current
15040,4.6,,,0.92,Strong Current
15041,,54.0,1.78,0.92,
15042,0.0,,,0.92,No Current
15043,4.8,,,0.92,Strong Current
15044,0.0,,,0.92,No Current
15045,,375.0,12.3,0.92,
15046,2.4,,,0.92,Strong Current
15047,,232.0,7.61,0.92,
15048,0.0,,,0.92,No Current
15049,2.5,,,0.97,Strong Current
15050,,345.0,11.32,0.97,
15051,0.0,,,0.97,No Current
15052,5.1,,,0.97,Strong Current
15053,,71.0,2.33,0.97,
15054,0.0,,,0.97,No Current
15055,5.4,,,0.97,Strong Current
15056,,385.0,12.64,0.97,
15057,0.0,,,0.97,No Current
15058,2.9,,,0.97,Strong Current
15059,,206.0,6.76,0.97,
15060,0.0,,,1.0,No Current
15061,3.1,,,1.0,Strong Current
15062,,358.0,11.73,1.0,
15063,0.0,,,1.0,No Current
15064,5.6,,,1.0,Strong Current
15065,,76.0,2.49,1.0,
15066,0.0,,,1.0,No Current
15067,5.9,,,1.0,Strong Current
15068,,394.0,12.94,1.0,
15069,0.0,,,1.0,No Current
15070,3.5,,,1.0,Strong Current
15071,,173.0,5.69,0.99,
15072,0.0,,,0.99,No Current
15073,3.7,,,0.99,Strong Current
15074,,364.0,11.95,0.99,
15075,0.0,,,0.99,No Current
15076,5.8,,,0.99,Strong Current
15077,,65.0,2.14,0.99,
15078,0.0,,,0.99,No Current
15079,6.1,,,0.99,Strong Current
15080,,403.0,13.23,0.99,
15081,0.0,,,0.99,No Current
15082,4.1,,,0.99,Strong Current
15083,,135.0,4.42,0.96,
15084,0.0,,,0.96,No Current
15085,4.1,,,0.96,Strong Current
15086,,363.0,11.92,0.96,
15087,0.0,,,0.96,No Current
15088,5.6,,,0.96,Strong Current
15089,,37.0,1.23,0.96,
15090,0.0,,,0.96,No Current
15091,6.1,,,0.96,Strong Current
15092,,411.0,13.47,0.96,
15093,0.0,,,0.96,No Current
15094,4.7,,,0.96,Strong Current
15095,,94.0,3.08,0.91,
15096,0.0,,,0.91,No Current
15097,4.4,,,0.91,Strong Current
